#maxene F-G F G L
14    2.987       3.662       4.162    3.345
16    2.980       3.659       4.157    3.344
18    2.976       3.657       4.152    3.345
20    2.974       3.657       4.150    3.346
25    2.970       3.658       4.147    3.347
30    2.970       3.661       4.147    3.351
40    2.970       3.663       4.147    3.354
60    2.970       3.663       4.147    3.354
80    2.970       3.663       4.147    3.354
