#atom-projector:0:d
-12.484720 0.000000
-12.457510 0.000000
-12.430300 0.000000
-12.403090 0.000000
-12.375880 0.000000
-12.348670 0.000000
-12.321460 0.000000
-12.294240 0.000000
-12.267030 0.000000
-12.239820 0.000000
-12.212610 0.000000
-12.185400 0.000000
-12.158190 0.000000
-12.130980 0.000000
-12.103760 0.000000
-12.076550 0.000000
-12.049340 0.000000
-12.022130 0.000000
-11.994920 0.000000
-11.967710 0.000000
-11.940500 0.000000
-11.913290 0.000000
-11.886070 0.000000
-11.858860 0.000000
-11.831650 0.000000
-11.804440 0.000000
-11.777230 0.000000
-11.750020 0.000000
-11.722810 0.000000
-11.695590 0.000000
-11.668380 0.000000
-11.641170 0.000000
-11.613960 0.000000
-11.586750 0.000000
-11.559540 0.000000
-11.532330 0.000000
-11.505110 0.000000
-11.477900 0.000000
-11.450690 0.000000
-11.423480 0.000000
-11.396270 0.000000
-11.369060 0.000000
-11.341850 0.000000
-11.314630 0.000000
-11.287420 0.000000
-11.260210 0.000000
-11.233000 0.000000
-11.205790 0.000000
-11.178580 0.000000
-11.151370 0.000000
-11.124160 0.000000
-11.096940 0.000000
-11.069730 0.000000
-11.042520 0.000000
-11.015310 0.000000
-10.988100 0.000000
-10.960890 0.000000
-10.933670 0.000000
-10.906460 0.000000
-10.879250 0.000000
-10.852040 0.000000
-10.824830 0.000000
-10.797620 0.000000
-10.770410 0.000000
-10.743190 0.000000
-10.715980 0.000000
-10.688770 0.000000
-10.661560 0.000000
-10.634350 0.000000
-10.607140 0.000000
-10.579930 0.000000
-10.552710 0.000000
-10.525500 0.000000
-10.498290 0.000000
-10.471080 0.000000
-10.443870 0.000000
-10.416660 0.000000
-10.389450 0.000000
-10.362240 0.000000
-10.335020 0.000000
-10.307810 0.000000
-10.280600 0.000000
-10.253390 0.000000
-10.226180 0.000000
-10.198970 0.000000
-10.171750 0.000000
-10.144540 0.000000
-10.117330 0.000000
-10.090120 0.000000
-10.062910 0.000000
-10.035700 0.000000
-10.008490 0.000000
-9.981280 0.000000
-9.954060 0.000000
-9.926850 0.000000
-9.899640 0.000000
-9.872430 0.000000
-9.845220 0.000000
-9.818010 0.000000
-9.790800 0.000000
-9.763590 0.000000
-9.736370 0.000000
-9.709160 0.000000
-9.681950 0.000000
-9.654740 0.000000
-9.627530 0.000000
-9.600320 0.000000
-9.573100 0.000000
-9.545890 0.000000
-9.518680 0.000000
-9.491470 0.000000
-9.464260 0.000000
-9.437050 0.000000
-9.409840 0.000000
-9.382630 0.000000
-9.355410 0.000000
-9.328200 0.000000
-9.300990 0.000000
-9.273780 0.000000
-9.246570 0.000000
-9.219360 0.000000
-9.192140 0.000000
-9.164930 0.000000
-9.137720 0.000000
-9.110510 0.000000
-9.083300 0.000000
-9.056090 0.000000
-9.028880 0.000000
-9.001670 0.000000
-8.974450 0.000000
-8.947240 0.000000
-8.920030 0.000000
-8.892820 0.000000
-8.865610 0.000000
-8.838400 0.000000
-8.811180 0.000000
-8.783970 0.000000
-8.756760 0.000000
-8.729550 0.000000
-8.702340 0.000000
-8.675130 0.000015
-8.647920 0.000191
-8.620710 0.001113
-8.593490 0.003563
-8.566280 0.007626
-8.539070 0.012796
-8.511860 0.018336
-8.484650 0.022977
-8.457440 0.025567
-8.430230 0.026426
-8.403010 0.026718
-8.375800 0.027619
-8.348590 0.029741
-8.321380 0.032486
-8.294170 0.035074
-8.266960 0.037727
-8.239750 0.040760
-8.212530 0.044087
-8.185320 0.047574
-8.158110 0.051206
-8.130900 0.054996
-8.103690 0.059011
-8.076480 0.063499
-8.049270 0.069001
-8.022050 0.076635
-7.994840 0.087830
-7.967630 0.102029
-7.940420 0.114044
-7.913210 0.118152
-7.886000 0.117525
-7.858790 0.122693
-7.831580 0.143019
-7.804360 0.175884
-7.777150 0.204947
-7.749940 0.217747
-7.722730 0.206726
-7.695520 0.181620
-7.668310 0.161770
-7.641100 0.150217
-7.613880 0.142339
-7.586670 0.135962
-7.559460 0.130586
-7.532250 0.126679
-7.505040 0.124238
-7.477830 0.123335
-7.450620 0.124783
-7.423400 0.128127
-7.396190 0.130653
-7.368980 0.129909
-7.341770 0.124158
-7.314560 0.113181
